name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Mirko Schulze-Jaedtke;mirkoschulzejaedtke;None;SN;UPC-Germany;08.03.2018;None;M;;;85;
Katrin Schafer;katrinschafer;None;None;GRAWA;09.10.2010;None;W;31;;67.5;
Paolo Friolo;paolofriolo;None;HE;BVDK;25.10.2014;None;M;17;;105;
Roland Stecher;rolandstecher;None;BY;BVDK;05.11.2016;None;M;53;;112.5;
Werner Bongard Heinz;wernerbongardheinz;None;None;WPF;10.11.2017;Deutschland;M;73;;100;
Armin Kasimir;arminkasimir;None;NRW;BVDK;26.01.2019;Deutschland;M;60;;115;
Nico Berger;nicoberger;None;SN;BVDK;19.10.2019;None;M;18;;110;
Manfred Seitz;manfredseitz;None;None;WUAP-Germany;06.05.2022;Deutschland;M;63;;105;
Gabrielle Huttenlocher;gabriellehuttenlocher;None;None;GDFPF;27.05.2012;Deutschland;W;40;;;75
Daniel Mengering;danielmengering;None;None;GPU;16.04.2016;Deutschland;M;21;;110;
Yasin Abidinoglu;yasinabidinoglu;None;None;PAGermany;01.05.2015;None;M;;;;115
Stephan Krebs;stephankrebs;None;None;BVDK;09.11.2019;None;M;60;;115;
Alfons Bischl;alfonsbischl;None;None;BVDG;22.10.1983;None;M;48;;120;
Eliane Hartfiel;elianehartfiel;None;None;BVDG;01.12.1984;None;W;;;52.5;
Gerd Becker;gerdbecker;None;BB;BVDK;21.09.2014;Deutschland;M;70;;105;
Enerik Binaj;enerikbinaj;None;NRW;BVDK;26.01.2019;None;M;;;105;
Rene Pascheberg;renepascheberg;None;NRW;BVDK;09.04.2022;None;M;35;;125;
Doris Augustiniok;dorisaugustiniok;None;BY;BVDK;08.06.2019;Deutschland;W;47;;65;
Norbert Hanke;norberthanke;None;None;BVDK;05.11.2021;None;M;71;;110;
Peter Schwarz;peterschwarz;None;None;GRAWA;07.06.2009;None;M;;;125;
Christa Obermayer;christaobermayer;None;None;BVDG;14.12.1985;None;W;23;;55;
Andreas Seidel;andreasseidel;None;BB;BVDK;04.05.2019;None;M;38;;105;
Klaus Disse-Stebner;klausdissestebner;None;NRW;BVDK;10.10.2015;Deutschland;M;62;;122.5;
Guido Skistims;guidoskistims;None;None;GRAWA;10.04.2011;None;M;;;100;
Benjamin Bauer;benjaminbauer;None;BB;BVDK;04.10.2013;None;M;21;;105;
Ron Wächter;ronwachter;None;TH;BVDK;25.08.2018;None;M;28;;120;
Ivonne Ludwig;ivonneludwig;None;SN;BVDK;19.10.2019;Deutschland;W;42;;63;
Volker Köhler;volkerkohler;None;None;BVDG;14.12.1985;None;M;22;;72.5;
Gary Schmidt;garyschmidt;None;None;WPF;01.06.2012;Deutschland;M;20;;85;
Martin Lowen;martinlowen;None;None;GRAWA;01.01.2013;None;M;;;100;
Heinz Bongard;heinzbongard;None;None;WPF;31.10.2019;Deutschland;M;75;;100;
Angelika Schuster;angelikaschuster;None;None;BVDG;14.12.1985;None;W;22;;70;
Sigrid Sack;sigridsack;None;None;IRP;17.11.2012;Deutschland;W;63;;60;
Jonas Toparkus;jonastoparkus;None;MV;UPC-Germany;10.03.2019;None;M;18;;95;
Jadali Hamidreza;jadalihamidreza;None;MV;BVDK;13.04.2019;None;M;21;;95;
Johannes Masal;johannesmasal;None;BY;BVDK;21.04.2018;None;M;18;;105;
Helmut Nebelung;helmutnebelung;None;NV;GPC;13.09.2015;Deutschland;M;71;;107.5;
Edwin von Lemberg;edwinvonlemberg;None;None;PAGermany;28.04.2017;Deutschland;M;21;;105;
Tatjana Paunov;tatjanapaunov;None;BB;BVDK;04.05.2019;None;W;23;;60;
Manuela Kunz;manuelakunz;None;None;GRAWA;13.11.2010;None;W;;;60;
Christina Weiland;christinaweiland;None;NI;BVDK;13.04.2019;None;W;28;;77.5;
Christian Storch;christianstorch;None;MV;UPC-Germany;10.03.2019;None;M;;;95;
Sergiusz Zajac;sergiuszzajac;None;None;GPU;02.05.2022;Deutschland;M;18;;95;
Jens Becker;jensbecker;None;BB;BVDK;03.09.2011;None;M;22;;85;
Klaus-Peter Bartmann;klauspeterbartmann;None;TH;BVDK;22.04.2017;None;M;66;;97.5;
Dennis Budimovic;dennisbudimovic;None;BB;BVDK;14.08.2018;None;M;;;120;
Moden Krohm;modenkrohm;None;MV;BVDK;17.03.2018;None;M;45;;127.5;
Johann Haas;johannhaas;None;BY;BVDK;21.04.2018;None;M;;;120;
Enrah Cengizhan;enrahcengizhan;None;None;GRAWA;07.06.2009;None;M;;;95;
Marvin Steinig;marvinsteinig;None;ST;BVDK;08.07.2017;None;M;16;;100;
Janis Gallert;janisgallert;None;TH;BVDK;14.04.2018;None;M;16;;115;
Roland Rothenberger;rolandrothenberger;None;BY;BVDK;05.11.2016;None;M;68;;90;
Reinhard Hermann;reinhardhermann;None;BB;BVDK;04.05.2019;Deutschland;M;68;;110;
Gerd Meyenhofer;gerdmeyenhofer;None;IL;WUAP;17.10.2019;Deutschland;M;;;;100
Wolfgang Müller;wolfgangmuller;None;BY;BVDK;05.11.2016;None;M;51;;110;
Stanislav Panasenko;stanislavpanasenko;None;None;WPU;01.07.2018;Deutschland;M;22;;102;
Gerd Meyerhofer;gerdmeyerhofer;None;MV;UPC-Germany;10.03.2019;Deutschland;M;;;;100
Phillip Spies;phillipspies;None;BY;BVDK;13.04.2019;None;M;31;;122.5;
Lothar Hildebrandt;lotharhildebrandt;None;HE;BVDK;27.07.2019;Deutschland;M;75;;112.5;
Torsten Scholtz;torstenscholtz;None;None;GRAWA;15.05.2010;None;M;;;110;
Henry Drieselmann;henrydrieselmann;None;ST;BVDK;20.05.2017;None;M;55;;110;
Patrick Wissing;patrickwissing;None;None;GRAWA;12.03.2016;None;M;;;105;
Alexandr Papuschin;alexandrpapuschin;None;BY;BVDK;02.03.2013;None;M;54;;90;
Heiner Dr. Schildbach;heinerdrschildbach;None;None;WUAP;05.10.2016;Deutschland;M;;;115;
Falk Hempel;falkhempel;None;None;BVDK;17.11.2018;None;M;66;;110;
Karl-Heinz Flissikowski;karlheinzflissikowski;None;None;GDFPF;10.03.2018;None;M;69;;;100
Nico Röhrle;nicorohrle;None;NRW;BVDK;26.01.2019;Deutschland;M;;;107.5;
Lukas Dahlke;lukasdahlke;None;HE;BVDK;15.06.2019;None;M;19;;100;
Viktor Derr;viktorderr;None;None;GRAWA;18.03.2007;None;M;;;110;
Andrej Salzmann;andrejsalzmann;None;None;Germany-UA;15.12.2012;None;M;23;;100;
Alexej Bauer;alexejbauer;None;None;PAGermany;28.04.2017;Deutschland;M;38;;;120
Simon Rötter;simonrotter;None;None;GRAWA;30.07.2011;None;M;;;115;
Edith Seel;edithseel;None;None;BVDG;01.12.1984;None;W;;;57.5;
Jorg Lorenz;jorglorenz;None;None;IRP;17.11.2012;Deutschland;M;66;;112.5;
Steffen Burk;steffenburk;None;None;GRAWA;22.03.2009;Deutschland;M;14;;85;
Peter Bartmann;peterbartmann;None;BY;BVDK;05.11.2016;None;M;64;;95;
Stefan Häußner;stefanhaussner;None;None;BVDK;01.01.2019;None;M;31;;100;
Bastian Schwark;bastianschwark;None;None;GRAWA;22.03.2009;None;M;;;105;
Michael Weyand;michaelweyand;None;None;GRAWA;13.11.2010;None;M;46;;105;
Jens Marquardt;jensmarquardt;None;BB;BVDK;13.09.2015;None;M;50;;105;
Otto Kram;ottokram;None;None;GRAWA;27.10.2012;None;M;;;92.5;
Fatih Kedilioglu;fatihkedilioglu;None;None;UPC-Germany;01.03.2017;None;M;;;102.5;
Joe Miethner;joemiethner;None;MV;BVDK;04.11.2017;None;M;15;;95;
Kevin Hecht;kevinhecht;None;NRW;BVDK;04.09.2021;None;M;23;;110;
Ursula Muller;ursulamuller;None;None;BVDG;01.12.1984;None;W;;;62.5;
Frank Beyer;frankbeyer;None;BB;BVDK;13.09.2015;Deutschland;M;63;;122.5;
Alexius Koch;alexiuskoch;None;BY;BVDK;14.07.2018;None;M;56;;110;
Evgenia Matsokina;evgeniamatsokina;None;NI;BVDK;14.09.2019;None;W;28;;57.5;
Gisela Witte;giselawitte;None;None;WUAP;16.06.2015;Deutschland;W;57;;72.5;
Stephan Schröder;stephanschroder;None;SH;BVDK;04.03.2017;None;M;51;;107.5;
Gunter Kirchner;gunterkirchner;None;None;GRAWA;31.05.2014;Deutschland;M;70;;100;
Josef Ziegeltram;josefziegeltram;None;None;BVDG;14.12.1985;None;M;40;;90;
Melissa Stoebke Carbonel;melissastoebkecarbonel;None;NRW;BVDK;19.05.2018;None;W;14;;;55
Eduard Pobivanez;eduardpobivanez;None;NRW;BVDK;26.01.2019;None;M;;;95;
Alexy Kvint;alexykvint;None;TH;BVDK;25.08.2018;None;M;17;;107.5;
Jan Niklas;janniklas;None;NRW;BVDK;25.05.2013;None;M;;;85;
Antony Leber;antonyleber;None;None;GRAWA;14.11.2009;None;M;;;105;
Fabian Schwabe;fabianschwabe;None;None;BVDK;05.11.2021;None;M;15;;82.5;
Gudrun Bifenius;gudrunbifenius;None;None;BVDG;14.12.1985;None;W;18;;65;
Philipp Matthäi;philippmatthai;None;None;GPU;01.01.2018;None;M;26;;85;
Simone Wenzlaw;simonewenzlaw;None;None;GRAWA;22.10.2011;Deutschland;W;;;62.5;
Sergej Hoffmann;sergejhoffmann;None;NRW;BVDK;26.01.2019;None;M;;;105;
Fabian Keruth;fabiankeruth;None;None;GRAWA;17.03.2012;None;M;;;105;
Sabine Koß;sabinekoss;None;None;BVDG;01.12.1984;None;W;;;60;
Toni Lewenhagen;tonilewenhagen;None;None;GRAWA;13.03.2010;None;M;;;105;
Gerd Rickershenrich;gerdrickershenrich;None;None;GRAWA;08.11.2009;None;M;62;;107.5;
Dr. Holfeld Martin;drholfeldmartin;None;HE;BVDK;10.11.2018;None;M;54;;87.5;
Maxinilian Sterlepper;maxiniliansterlepper;None;HE;BVDK;29.10.2016;None;M;16;;90;
Niclas Göb;niclasgob;None;None;BVDK;01.01.2019;None;M;23;;115;
Mirco Bonnemann;mircobonnemann;None;NRW;BVDK;01.09.2012;None;M;;;85;
David Demidov;daviddemidov;None;None;GPU;31.07.2021;Deutschland;M;19;;105;
Christian Scharf;christianscharf;None;None;BVDK;05.11.2021;None;M;64;;107.5;
Ulrich Schmahl;ulrichschmahl;None;None;BVDG;19.11.1983;None;M;;;82.5;
Claudia Hoch;claudiahoch;None;None;BVDG;14.12.1985;None;W;16;;55;
Ibragim Rahimov;ibragimrahimov;None;None;BVDK;29.02.2020;None;M;33;;77.5;
Thyronne Herter;thyronneherter;None;None;Germany-UA;01.12.2005;None;M;;;95;
Holm Lichtenfeld;holmlichtenfeld;None;ST;BVDK;09.06.2018;Deutschland;M;60;;95;
Peter Arning;peterarning;None;NRW;BVDK;31.10.2015;Deutschland;M;72;;;120
Sven Heinecke;svenheinecke;None;None;GRAWA;22.10.2011;None;M;;;80;
Martin Eimannsberger;martineimannsberger;None;BY;GRAWA;01.11.2014;None;M;;;110;
Faisal Abassi;faisalabassi;None;HE;BVDK;27.07.2019;None;M;19;;92.5;
Christopher Willems;christopherwillems;None;None;GRAWA;22.03.2009;None;M;;;87.5;
Armin Schambeck;arminschambeck;None;None;BVDG;22.10.1983;None;M;;;97.5;
Tobias Zukale;tobiaszukale;None;ST;BVDK;17.10.2020;None;M;17;;87.5;
Dos Santos Delgados;dossantosdelgados;None;BY;BVDK;21.04.2018;None;M;;;107.5;
Peter Bayerowicz;peterbayerowicz;None;BB;BVDK;15.09.2012;None;M;60;;100;
Heiner Haft;heinerhaft;None;HE;BVDK;25.10.2014;None;M;70;;100;
Robert Hennings;roberthennings;None;NI;BVDK;22.04.2017;None;M;16;;95;
Irina Hoppner-Schmalz;irinahoppnerschmalz;None;None;GRAWA;12.03.2011;Deutschland;W;34;;60;
Marvin Rangnit;marvinrangnit;None;NRW;BVDK;26.01.2019;Deutschland;M;21;;110;
Steffen Engelhardt;steffenengelhardt;None;BB;BVDK;04.10.2013;None;M;20;;95;
Ben Simon;bensimon;None;None;BVDK;05.11.2021;None;M;16;;100;
Bernd Petersen;berndpetersen;None;None;BVDK;29.02.2020;None;M;70;;120;
Joachim Müller;joachimmuller;None;None;GPU;02.05.2022;Deutschland;M;70;;92.5;
Michael Stricker;michaelstricker;None;None;GDFPF;16.10.2021;None;M;65;;110;
Tony Prüfer;tonyprufer;None;TH;BVDK;14.04.2018;None;M;28;;90;
Gert Rickers;gertrickers;None;None;GRAWA;10.04.2011;None;M;;;105;
Korbinian Maier;korbinianmaier;None;None;BVDK;17.11.2018;None;M;28;;115;
Yannis Dahlmann;yannisdahlmann;None;None;GPU;16.04.2016;Deutschland;M;21;;117.5;
Robin Schnurr;robinschnurr;None;BW;BVDK;08.04.2017;None;M;21;;107.5;
Heinrich Haft;heinrichhaft;None;HE;BVDK;31.10.2015;Deutschland;M;71;;100;
Bernhard Freybe;bernhardfreybe;None;None;BVDK;05.11.2021;None;M;76;;105;
Nadine Rommel;nadinerommel;None;HE;BVDK;07.08.2021;None;W;40;;72.5;
Michael Stangl;michaelstangl;None;None;BVDG;22.10.1983;Deutschland;M;15;;80;
Ursula Eulensstein;ursulaeulensstein;None;None;WPF;17.06.2017;Deutschland;W;67;;72.5;
Gert Rickershenrich;gertrickershenrich;None;None;GRAWA;09.10.2010;None;M;62;105;;
Diana Bisping;dianabisping;None;None;GRAWA;07.12.2008;None;W;;;62.5;
Petra Mayer;petramayer;None;None;BVDG;01.12.1984;None;W;21;;55;
Sabrina Boy;sabrinaboy;None;BY;BVDK;05.11.2016;None;W;34;;55;
Heidrun Böhner;heidrunbohner;None;None;BVDG;01.12.1984;None;W;21;;52.5;
Angela Schroth;angelaschroth;None;None;BVDG;14.12.1985;None;W;30;;57.5;
Margit Hoffmann;margithoffmann;None;None;BVDG;01.12.1984;None;W;;;62.5;
Karin Kaule Inge;karinkauleinge;None;None;GPC;06.09.2010;Deutschland;W;57;;55;
Jürgen Meier;jurgenmeier;None;BB;BVDK;13.08.2019;None;M;;;97.5;
Kristina Pucher;kristinapucher;None;None;BVDK;05.11.2021;None;W;50;;60;
Rene Kraemer;renekraemer;None;None;GRAWA;13.11.2010;None;M;;;115;
Alexander Braun;alexanderbraun;None;BY;BVDK;02.03.2013;None;M;19;;100;
Jurgen Huber;jurgenhuber;None;None;BVDG;01.12.1984;None;M;;;80;
Arman Neysi;armanneysi;None;None;Germany-UA;09.12.2006;None;M;;;80;
Sylvia Fischer;sylviafischer;None;None;BVDG;01.12.1984;None;W;26;;57.5;
Johann Mehlmann;johannmehlmann;None;NRW;BVDK;04.09.2021;None;M;37;;115;
Frank Schieferle;frankschieferle;None;BY;BVDK;21.04.2018;None;M;;;112.5;
Peter Kienas;peterkienas;None;BB;BVDK;04.05.2019;None;M;61;;115;
Marlon Krohm;marlonkrohm;None;BY;BVDK;05.11.2016;None;M;17;;107.5;
Armin Bice;arminbice;None;None;BVDG;22.10.1983;None;M;;;95;
Achim Ernst;achimernst;None;None;GRAWA;12.04.2014;None;M;61;;102.5;
Kevin Böcker;kevinbocker;None;None;GRAWA;28.11.2009;None;M;;;90;
Anton Engel;antonengel;None;BB;BVDK;13.08.2019;None;M;;;105;
Marion Krohm;marionkrohm;None;MV;BVDK;17.03.2018;None;M;19;;112.5;
Kilian Kindermann;kiliankindermann;None;BY;BVDK;14.07.2018;None;M;17;;105;
Stefan Lauer;stefanlauer;None;None;GDFPF;16.10.2021;None;M;60;;110;
Nicole Henning;nicolehenning;None;None;GRAWA;13.05.2012;None;W;;;67.5;
Andrea Schmid;andreaschmid;None;None;BVDG;01.12.1984;None;W;;;57.5;
Hegner Heide;hegnerheide;None;HE;BVDK;25.10.2014;None;W;57;;65;
Andre Löffler;andreloffler;None;BY;BVDK;14.07.2018;None;M;31;;107.5;
Sabine Trapp;sabinetrapp;None;None;BVDG;01.12.1984;None;W;;;65;
Gerd Rickershennrich;gerdrickershennrich;None;None;GRAWA;13.03.2010;None;M;;;105;
Arne Stauner;arnestauner;None;None;GPU;01.02.2020;Deutschland;M;50;;120;
Angelika Noc;angelikanoc;None;None;BVDG;01.12.1984;None;W;;;55;
Julia Leuffert;julialeuffert;None;MV;BVDK;18.03.2017;None;W;24;;62.5;
Marcel Niemeyer;marcelniemeyer;None;None;BVDK;14.04.2018;None;M;19;;92.5;
Emil Erb;emilerb;None;None;BVDK;01.01.2019;None;M;68;;105;
Dennis Peters;dennispeters;None;NRW;BVDK;26.01.2019;Deutschland;M;19;;117.5;
Umair Masood;umairmasood;None;BB;BVDK;13.08.2019;None;M;;;80;
Niclas Schupp;niclasschupp;None;HE;BVDK;29.10.2016;None;M;16;;92.5;
Giuseppe Pirrone;giuseppepirrone;None;BY;BVDK;02.03.2013;None;M;25;;100;
Klaus-Jürgen Jahn;klausjurgenjahn;None;BB;BVDK;21.09.2014;None;M;67;;100;
Arnhold Müller;arnholdmuller;None;None;WPU;01.11.2012;Deutschland;M;17;;87.5;
Rudi E Englert;rudieenglert;None;HE;BVDK;28.10.2017;None;M;71;;95;
Yannik Pleier;yannikpleier;None;None;Germany-UA;01.12.2008;None;M;;;100;
Alexander Maier;alexandermaier;None;None;BVDK;01.01.2019;None;M;25;;97.5;
Dieter Richter;dieterrichter;None;BB;BVDK;15.09.2012;None;M;67;;90;
Sabine De Voss;sabinedevoss;None;None;BVDG;14.12.1985;None;W;23;;57.5;
Vasileios Tsanakas;vasileiostsanakas;None;None;BVDK;01.01.2019;None;M;37;;110;
Henrik Gussgen;henrikgussgen;None;None;GRAWA;07.06.2009;None;M;;;100;
Felix Kallinowski;felixkallinowski;None;NRW;BVDK;25.05.2013;None;M;;;90;
Gerom Bruns;gerombruns;None;NRW;BVDK;26.01.2019;None;M;;;110;
Ibrahim Rahimov;ibrahimrahimov;None;MV;UPC-Germany;05.10.2019;None;M;;;72.5;
Mathias Pfaff;mathiaspfaff;None;None;GRAWA;22.03.2009;None;M;;;110;
David Kopplin;davidkopplin;None;BB;BVDK;18.03.2017;None;M;24;;77.5;
Stefan Stolz;stefanstolz;None;None;GRAWA;05.06.2011;None;M;;;90;
Daniel Diel;danieldiel;None;MV;BVDK;18.03.2017;None;M;17;;97.5;
Martin Jakobi;martinjakobi;None;NRW;BVDK;26.01.2019;None;M;;;92.5;
Patrick Kosc;patrickkosc;None;BY;BVDK;02.03.2013;None;M;20;;90;
Babett Streil;babettstreil;None;None;Germany-UA;01.12.2005;None;W;;;75;
Albert Kicikowski;albertkicikowski;None;MV;BVDK;17.03.2018;None;M;16;;107.5;
Daniel Lillpopp;daniellillpopp;None;None;GRAWA;12.03.2016;None;M;;;100;
Friedemann Weigel;friedemannweigel;None;SN;BVDK;24.11.2018;None;M;64;;105;
Andre Binde;andrebinde;None;None;UPC-Germany;27.03.2015;None;M;;;90;
Eric Weidner;ericweidner;None;BB;BVDK;13.09.2015;None;M;26;;110;
Frank Schackmann;frankschackmann;None;None;GRAWA;13.11.2010;None;M;;;100;
Silvio Heinke;silvioheinke;None;None;UPC-Germany;31.03.2016;None;M;;;80;
Marita Ripper;maritaripper;None;None;BVDG;14.12.1985;None;W;20;;57.5;
Sascha Bickmeier;saschabickmeier;None;None;GRAWA;12.03.2011;None;M;;;100;
Fleissner Benedikt;fleissnerbenedikt;None;BY;BVDK;08.06.2019;None;M;26;;100;
Bernd Weber;berndweber;None;None;GRAWA;15.05.2010;None;M;;;95;
Adrian Jenßen;adrianjenssen;None;None;BVDK;05.11.2021;None;M;14;;90;
Jürgen Mehnert;jurgenmehnert;None;MV;UPC-Germany;10.03.2019;None;M;;;110;
Sascha Schmitz;saschaschmitz;None;NRW;GDFPF;13.04.2019;None;M;47;;110;
Wilfried Zielinski;wilfriedzielinski;None;NRW;BVDK;25.05.2013;None;M;68;;105;
Joshua Häger;joshuahager;None;NRW;BVDK;07.09.2019;Deutschland;M;18;;102.5;
Rene Böhm;renebohm;None;NRW;BVDK;10.10.2015;None;M;28;;65;
Ursula Kolodzij;ursulakolodzij;None;None;BVDG;01.12.1984;None;W;26;;50;
Claudius Milde;claudiusmilde;None;TH;BVDK;25.08.2018;None;M;38;;100;
Gerd Rickers;gerdrickers;None;None;GRAWA;18.03.2007;None;M;60;;100;
Max Lizrodt;maxlizrodt;None;TH;BVDK;15.06.2019;None;M;14;;;105
Rick Stoike;rickstoike;None;None;GRAWA;12.03.2016;None;M;16;;100;
Irina Schmalz;irinaschmalz;None;None;GRAWA;08.11.2009;None;W;;;57.5;
Reinhold Kopitzki;reinholdkopitzki;None;BW;BVDK;08.04.2017;None;M;76;;100;
Dennis Duensing;dennisduensing;None;None;BVDK;05.11.2021;None;M;17;;95;
Burkhard Krohn;burkhardkrohn;None;None;GRAWA;09.12.2007;None;M;;;90;
Dennis Bühl;dennisbuhl;None;BW;BVDK;08.04.2017;None;M;25;;110;
Daniel Henning;danielhenning;None;ST;BVDK;08.07.2017;Deutschland;M;14;;85;
Vladimir Panzhin;vladimirpanzhin;None;SH;BVDK;04.03.2017;None;M;31;;105;
Khalil Almousa;khalilalmousa;None;NRW;BVDK;09.04.2022;None;M;23;;110;
Silke Appenzeller;silkeappenzeller;None;BY;BVDK;08.06.2019;None;W;40;;67.5;
Silvia Wunderlich;silviawunderlich;None;None;GRAWA;09.12.2007;None;W;;;65;
Jürgen Kleinworth;jurgenkleinworth;None;SH;BVDK;04.03.2017;None;M;70;;95;
Hans-Jürgen Gutzke;hansjurgengutzke;None;NI;BVDK;19.08.2017;Deutschland;M;65;;82.5;
Elke Lerach;elkelerach;None;BY;BVDK;20.04.2019;None;W;52;;62.5;
Rene Vogt;renevogt;None;NRW;BVDK;26.01.2019;None;M;;;102.5;
W. Wilde;wwilde;None;QC;WPFG;26.06.2005;Deutschland;M;;;90;
Michael John;michaeljohn;None;None;GRAWA;09.05.2009;None;M;;;90;
Jannik Buchholz;jannikbuchholz;None;None;GRAWA;12.03.2016;None;M;;;90;
Astrid Klein;astridklein;None;None;BVDG;01.12.1984;None;W;;;55;
Sonja Graumann;sonjagraumann;grau_frau;BY;BVDK;14.07.2018;Deutschland;W;21;;60;
Benjamin Appel;benjaminappel;None;None;GRAWA;07.06.2009;None;M;;;95;
Günther Schmid;guntherschmid;None;None;IRP;23.11.2014;Deutschland;M;;;85;
Lionel Vente;lionelvente;None;None;GPU;01.02.2020;Deutschland;M;18;;95;
Mathias Hartmann;mathiashartmann;None;None;Germany-UA;01.12.2009;None;M;;;102.5;
Lenka Dlaskova;lenkadlaskova;None;None;BVDG;01.12.1984;None;W;;;52.5;
Günther Kirchner;guntherkirchner;None;None;GRAWA;17.03.2012;None;M;;;92.5;
Victor Derr;victorderr;None;None;GRAWA;01.01.2007;None;M;;;100;
Wilhelm Gölling;wilhelmgolling;None;MV;UPC-Germany;10.03.2019;None;M;;;95;
Andreas Herdt;andreasherdt;None;None;GDFPF;26.03.2016;None;M;29;;100;
Jonas Breite;jonasbreite;None;None;GPU;25.04.2015;None;M;19;;102.5;
Fredrik De Groot;fredrikdegroot;None;TH;BVDK;22.04.2017;None;M;73;;100;
Irina Höppner-Schmaz;irinahoppnerschmaz;None;MV;UPC-Germany;10.03.2019;None;W;;;55;
Vitalij Kamonski;vitalijkamonski;None;None;Germany-UA;09.12.2006;None;M;;;75;
Rebecca Böll;rebeccaboll;None;BY;BVDK;05.11.2016;None;W;44;;57.5;
Verena Schmidbauer;verenaschmidbauer;None;SN;UPC-Germany;08.03.2018;None;W;;;57.5;
Fiona Hauptmann;fionahauptmann;None;None;GRAWA;07.12.2008;None;W;;;62.5;
Ortwin Kalmutzke;ortwinkalmutzke;None;None;BVDK;05.11.2021;None;M;57;;97.5;
Klaus-Werner Skrzypkowiak;klauswernerskrzypkowiak;None;NRW;BVDK;11.10.2014;None;M;70;;100;
Chris Klepel;chrisklepel;None;NRW;BVDK;26.01.2019;None;M;;;92.5;
Patrick Rupp;patrickrupp;None;HE;BVDK;15.06.2019;None;M;29;;107.5;
Kerstin Falkenberg;kerstinfalkenberg;None;None;BVDK;05.11.2021;Deutschland;W;55;;60;
Gerhard Holleiter;gerhardholleiter;None;None;PAGermany;30.04.2016;Deutschland;M;56;;110;
Lara Thiel;larathiel;None;NRW;BVDK;10.10.2015;None;W;24;;65;
Konstantin Loeper;konstantinloeper;None;BB;BVDK;19.11.2011;None;M;12;;;90
Volker Schwertz;volkerschwertz;None;SH;BVDK;04.03.2017;None;M;70;;117.5;
Dorian Rangnit;dorianrangnit;None;NRW;BVDK;30.05.2015;None;M;21;;100;
Stephan Frohnapfel;stephanfrohnapfel;None;None;BVDK;01.01.2019;None;M;33;;107.5;
Sonja Götz;sonjagotz;None;None;GRAWA;22.10.2011;None;W;36;;60;
Norbert Syska;norbertsyska;None;NI;BVDK;19.08.2017;None;M;61;;105;
Katja Weber-Menne;katjawebermenne;None;None;GPU;02.05.2022;Deutschland;W;49;;60;
Sebastian Kuhnert;sebastiankuhnert;None;None;WPU;01.11.2012;Deutschland;M;19;;95;
Christopher Mendrina;christophermendrina;None;None;GRAWA;22.10.2011;None;M;;;75;
Daniel Kosc;danielkosc;None;BY;BVDK;02.03.2013;None;M;18;;85;
Rene Rossbach;renerossbach;None;NRW;BVDK;26.01.2019;None;M;;;102.5;
Maximilian Nagl;maximiliannagl;None;None;WPU;14.11.2013;Deutschland;M;16;;90;
Kevin Jerbic;kevinjerbic;None;NRW;BVDK;26.01.2019;None;M;;;100;
Hans Georg Steffek;hansgeorgsteffek;None;NRW;BVDK;26.01.2019;Deutschland;M;;;92.5;
Timo Weilmünster;timoweilmunster;None;HE;BVDK;10.11.2018;None;M;18;;90;
Klaus Hanseder;klaushanseder;None;BY;BVDK;14.07.2018;None;M;55;;102.5;
Mara Heck;maraheck;None;None;BVDK;01.01.2019;None;W;22;;57.5;
Richard Rinderer;richardrinderer;None;BY;BVDK;08.06.2019;Deutschland;M;46;;90;
Matthias Krenzer;matthiaskrenzer;None;HE;BVDK;29.10.2016;None;M;59;;87.5;
Frank Geifert;frankgeifert;None;None;BVDG;11.12.1982;None;M;;;70;
Roland Kindler;rolandkindler;None;None;BVDG;22.10.1983;None;M;;;90;
Stefan Szekulla;stefanszekulla;None;None;Germany-UA;01.12.2005;None;M;;;90;
Verena Rehagel;verenarehagel;None;None;BVDK;01.01.2019;Deutschland;W;38;;62.5;
Peter Warnke;peterwarnke;None;None;BVDK;09.11.2019;None;M;72;;85;
Gert Rickershennrich;gertrickershennrich;None;None;GRAWA;08.10.2011;None;M;;;95;
Nicolas Höllen;nicolashollen;None;BB;BVDK;13.09.2015;None;M;16;;75;
Christian Michaelis;christianmichaelis;None;BB;BVDK;13.08.2019;None;M;;;87.5;
Sigrid Tietz;sigridtietz;None;None;SwissPL;30.04.2011;Deutschland;W;61;;52.5;
Katharina Kummer;katharinakummer;None;HE;BVDK;15.06.2019;None;W;30;;62.5;
Günther Kirschner;guntherkirschner;None;None;GRAWA;05.06.2011;None;M;;;90;
Marco Dorazelski;marcodorazelski;None;BY;BVDK;13.04.2019;None;M;24;;95;
Sabine Kugelmeier;sabinekugelmeier;None;None;BVDG;14.12.1985;None;W;18;;57.5;
Ingo Haufschild;ingohaufschild;None;None;GRAWA;07.06.2009;None;M;;;90;
Christine Krispin Do Paco;christinekrispindopaco;None;HE;BVDK;29.10.2016;None;W;36;;55;
Philip Pöllinger;philippollinger;None;None;GRAWA;22.10.2011;None;M;;;80;
Elisabeth Thiele;elisabeththiele;None;SN;BVDK;19.10.2019;None;W;20;;55;
Chris Mahlo;chrismahlo;None;None;UPC-Germany;31.03.2016;None;M;16;;95;
Carola Benik;carolabenik;None;MV;UPC-Germany;10.03.2019;None;W;;;52.5;
Jonas Busch;jonasbusch;None;MV;UPC-Germany;10.03.2019;None;M;18;;87.5;
