name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Richard Kariun;richardkariun;None;BY;BVDK;14.12.2019;Deutschland;M;17;142.5;115;187.5
André Kampfmann;andrekampfmann;None;None;Germany-UA;21.12.2013;None;M;25;140;120;210
Thomas Gaida;thomasgaida;None;BB;BVDK;19.09.2014;Deutschland;M;25;140;147.5;162.5
Milena Thiele;milenathiele;None;HE;BVDK;15.08.2020;Deutschland;W;18;107.5;70;112.5
Christopher Wolff;christopherwolff;None;NRW;BVDK;01.12.2019;None;M;24;157.5;115;205
Kevin Grandl;kevingrandl;None;None;BVDK;19.09.2021;None;M;15;130;95;147.5
Andreas Dohrn;andreasdohrn;None;NRW;BVDK;25.04.2015;None;M;33;162.5;120;200
Janik Hedderich;janikhedderich;None;NRW;Germany-UA;09.11.2018;None;M;;160;120;200
Anja Schmidt;anjaschmidt;None;None;UPC-Germany;31.03.2016;Deutschland;W;24;100;45;117.5
Patrik Jaksetic;patrikjaksetic;None;None;GDFPF;21.10.2017;None;M;18;145;100;170
Nils Laskowski;nilslaskowski;None;NRW;BVDK;24.06.2022;None;M;26;182.5;100;215
Angelina Klucznio;angelinaklucznio;None;NI;BVDK;01.06.2019;None;W;17;95;60;95
Simone Brandt;simonebrandt;None;None;BVDK;12.10.2017;Deutschland;W;46;85;62.5;130
Christian Nytra;christiannytra;None;HH;Germany-UA;01.09.2017;None;M;;210;105;230
Daniel Woik;danielwoik;None;NRW;BVDK;01.12.2019;None;M;24;172.5;102.5;200
Pia Kring;piakring;None;NRW;BVDK;15.07.2022;Deutschland;W;64;90;67.5;120
Jana Engel;janaengel;None;NRW;BVDK;01.12.2019;None;W;31;97.5;62.5;120
Felix Bürkle;felixburkle;None;BW;BVDK;22.09.2019;None;M;;127.5;87.5;200
Gerrit Vosse;gerritvosse;None;NI;BVDK;24.07.2021;None;M;25;185;135;210
Sylvia Schmidt;sylviaschmidt;None;None;WUAP-Germany;06.05.2022;Deutschland;W;38;80;47.5;115
Anke Köster;ankekoster;None;HE;BVDK;12.05.2018;Deutschland;W;49;92.5;57.5;142.5
Lea Sasse;leasasse;None;NRW;BVDK;24.06.2022;None;W;22;100;57.5;125
Stephanie Dittombee;stephaniedittombee;None;NRW;BVDK;05.05.2018;Deutschland;W;28;95;55;130
Florian Kittl;floriankittl;None;NRW;Germany-UA;09.11.2018;None;M;;142.5;90;175
Daniel Dietze;danieldietze;None;None;BVDK;30.04.2021;None;M;34;160;140;200
Valentin Blank;valentinblank;None;None;UPC-Germany;31.03.2016;None;M;;160;90;180
Christopher Paul;christopherpaul;None;None;BVDK;11.05.2019;None;M;29;170;105;195
Helena Kaufmann;helenakaufmann;None;BY;BVDK;14.12.2019;None;W;26;107.5;67.5;130
Jenny Schümann;jennyschumann;None;None;BVDK;29.03.2019;None;W;41;115;70;140
Vakula Bohdan;vakulabohdan;None;None;BVDK;08.02.2020;None;M;29;167.5;105;225
Ergjan Pushkolli;ergjanpushkolli;None;None;BVDK;12.10.2017;Deutschland;M;19;160;112.5;210
Steffi Von Rahden;steffivonrahden;None;HE;BVDK;15.08.2020;Deutschland;W;34;95;50;120
Hendrik Herrmann;hendrikherrmann;None;NRW;BVDK;26.09.2020;None;M;21;180;115;230
Simon Hornauer;simonhornauer;None;BB;BVDK;12.09.2015;Deutschland;M;19;150;102.5;195
Max Meinusch;maxmeinusch;None;BY;BVDK;27.07.2019;None;M;31;155;100;160
Henryk Rilke;henrykrilke;None;None;GRAWA;10.09.2011;None;M;;180;;210
Vincent Herrmann;vincentherrmann;None;NRW;BVDK;29.08.2015;None;M;18;160;120;175
Toni Heinze;toniheinze;None;BB;BVDK;15.06.2019;None;M;29;145;100;165
Andreas Töpfl;andreastopfl;None;BY;BVDK;20.04.2019;None;M;25;175;140;180
Kevin Kickner;kevinkickner;None;BY;BVDK;05.03.2022;None;M;;172.5;115;200
Christopher Sobek;christophersobek;None;HH;Germany-UA;09.10.2016;None;M;;155;95;200
Nathaly Kurtz;nathalykurtz;None;NRW;BVDK;16.04.2016;None;W;17;110;55;135
Romain Weinbach;romainweinbach;None;BB;BVDK;15.06.2019;None;M;28;180;115;200
Max Wilheln;maxwilheln;None;None;GPU;09.02.2019;None;M;21;152.5;110;180
Alexander Möhle;alexandermohle;None;None;BVDK;10.04.2022;Deutschland;M;51;195;115;212.5
Maximilian Geus;maximiliangeus;None;BY;BVDK;14.12.2019;None;M;17;160;95;187.5
Lydia Salomon;lydiasalomon;None;ST;BVDK;02.11.2019;None;W;28;125;65;125
Rebekka Thoma;rebekkathoma;None;None;GPU;09.02.2019;None;W;29;107.5;62.5;145
Chris Klasen;chrisklasen;None;BY;GDFPF;07.09.2019;Deutschland;M;21;145;100;170
Lydia Scheider-Reuter;lydiascheiderreuter;None;NRW;Germany-UA;09.11.2018;None;W;;125;72.5;130
Sylwia Wichary;sylwiawichary;None;BY;BVDK;14.12.2019;None;W;25;90;50;105
Nico Da Silva;nicodasilva;None;None;BVDK;30.04.2021;None;M;31;165;130;205
Kevin Thomas;kevinthomas;None;BY;BVDK;12.05.2018;Deutschland;M;28;152.5;100;190
Niklas Scheuber;niklasscheuber;None;None;GDFPF;26.03.2016;None;M;19;145;85;160
Franz Nozicka;franznozicka;None;HE;BVDK;20.05.2022;None;M;32;152.5;110;195
Fabian Kracht;fabiankracht;None;NRW;BVDK;26.09.2020;None;M;22;155;100;202.5
Jonas Wester;jonaswester;None;NRW;Germany-UA;04.10.2019;None;M;;200;115;217.5
Mateusz Binkowski;mateuszbinkowski;None;None;BVDK;09.09.2017;Deutschland;M;28;145;112.5;180
Otto Kasdorf;ottokasdorf;None;None;UPC-Germany;27.03.2015;None;M;;175.5;105;200
Ines Urbaneck;inesurbaneck;None;None;BVDK;12.10.2017;None;W;34;100;52.5;110
Daniel John;danieljohn;None;NRW;Germany-UA;04.10.2019;None;M;31;160;115;220
Jonas Rougoor;jonasrougoor;None;BW;BVDK;09.09.2018;None;M;25;160;117.5;215
Markus Hake;markushake;None;TH;BVDK;24.02.2018;None;M;35;130;110;172.5
Tobias Twiessel;tobiastwiessel;None;None;GDFPF;16.10.2021;None;M;19;180;105;207.5
Maik Müller;maikmuller;None;NRW;BVDK;29.08.2015;Deutschland;M;35;140;127.5;205
Jakob Mull;jakobmull;None;None;Germany-UA;01.12.2007;None;M;15;155;105;175
Peter Leister;peterleister;None;None;IPF;04.06.2019;Deutschland;M;60;150;120;170
Alexander Kukushkin;alexanderkukushkin;None;NRW;BVDK;01.06.2019;None;M;21;175;107.5;200
Dominik Wich;dominikwich;None;BY;BVDK;23.10.2021;None;M;43;170;112.5;200
Markus März;markusmarz;None;BY;BVDK;23.10.2021;None;M;16;152.5;80;170
David Künzling;davidkunzling;None;None;WUAP-Germany;06.05.2022;Deutschland;M;44;190;92.5;180
Maximilian Schröter;maximilianschroter;None;NRW;Germany-UA;09.11.2018;None;M;;175;97.5;185
Saskia Schauer;saskiaschauer;None;None;UPC-Germany;01.03.2017;None;W;;117.5;65;117.5
Frank Ramon;frankramon;None;HE;Germany-UA;17.12.2016;None;M;18;172.5;130;175
Sidney Förtsch;sidneyfortsch;None;TH;BVDK;11.05.2019;None;M;17;162.5;87.5;200
Jana Schmitt;janaschmitt;None;BY;UPC-Germany;30.09.2017;None;W;;100;42.5;137.5
Joshua Gaiser;joshuagaiser;None;HE;Germany-UA;17.12.2016;None;M;19;165;130;205
Florian Weik;florianweik;None;HE;BVDK;02.11.2019;None;M;37;160;105;190
Marcus Mühldorfer;marcusmuhldorfer;None;NRW;BVDK;27.04.2013;None;M;;137.5;95;165
Philipp Gerhards;philippgerhards;None;None;Germany-UA;19.12.2015;None;M;25;157.5;142.5;190
Serhat Balcik;serhatbalcik;None;None;WPF;31.10.2019;Deutschland;M;19;135;110;200
Emma Gartmann;emmagartmann;None;BW;BVDK;18.12.2021;None;W;25;100;52.5;110
Robin Piechot;robinpiechot;None;SH;UPC-Germany;20.10.2018;None;M;;185;110;210
Désirée Reinhold;desireereinhold;None;BB;BVDK;15.06.2019;None;W;31;110;52.5;112.5
Naira Gernandt;nairagernandt;None;HE;BVDK;20.05.2022;None;W;34;122.5;57.5;145
Benjamin Braamt;benjaminbraamt;None;NRW;BVDK;06.09.2014;None;M;29;180;110;175
Peter Müller;petermuller;None;None;Germany-UA;15.12.2012;None;M;37;190;100;195
Kevin Blank;kevinblank;None;HE;Germany-UA;14.12.2019;None;M;22;167.5;130;180
Christian Hebestadt;christianhebestadt;None;None;Germany-UA;17.12.2011;Deutschland;M;29;160;110;215
Willi Rötte;willirotte;None;NRW;BVDK;05.05.2018;Deutschland;M;67;165;112.5;205
Benjamin Langefeld;benjaminlangefeld;None;None;BVDK;30.06.2018;None;M;17;155;95;190
Sylvia Wunderlich;sylviawunderlich;None;None;IPF;04.06.2019;Deutschland;W;53;102.5;75;130
Benhaimoud Mehdi;benhaimoudmehdi;None;None;GPU;01.01.2018;None;M;28;170;117.5;212.5
Julio Mrinaj;juliomrinaj;None;NRW;Germany-UA;09.11.2018;None;M;;142.5;87.5;190
Yannic Lafos;yanniclafos;None;NRW;BVDK;01.06.2019;None;M;27;160;110;180
Max Finger;maxfinger;None;HH;Germany-UA;01.09.2017;None;M;;140;92.5;200
Rolf Weisbrod;rolfweisbrod;None;HE;Germany-UA;15.12.2018;None;M;30;165;110;215
Vincent Knatz;vincentknatz;None;BW;BVDK;09.09.2018;Deutschland;M;27;157.5;137.5;202.5
Mirko Winkel;mirkowinkel;None;None;Germany-UA;17.12.2011;None;M;;150;125;190
Bryan Menzel;bryanmenzel;None;BB;BVDK;04.10.2013;None;M;19;135;90;170
Hagen Jörn Preus;hagenjornpreus;None;HE;Germany-UA;17.12.2016;None;M;21;172.5;117.5;235
Milan Makra;milanmakra;None;None;BVDK;21.07.2019;None;M;39;160;115;200
Saskia Schaller;saskiaschaller;None;SN;UPC-Germany;08.03.2018;None;W;;107.5;65;117.5
Alexander Hegemann;alexanderhegemann;None;NI;BVDK;28.04.2018;Deutschland;M;20;160;115;170
Rainer Schötz;rainerschotz;None;BY;BVDK;12.05.2018;Deutschland;M;74;155;110;180
Markus Will;markuswill;None;None;Germany-UA;19.12.2015;None;M;35;200;130;190
Nathalie Poensgen;nathaliepoensgen;None;NRW;Germany-UA;04.10.2019;None;W;31;115;60;137.5
Florian Meißner;florianmeissner;None;None;Germany-UA;21.12.2013;None;M;30;185;105;240
Matthias Ortlieb;matthiasortlieb;None;NRW;BVDK;01.12.2019;None;M;24;150;100;185
Victor Kirsch;victorkirsch;None;BB;BVDK;03.09.2011;None;M;20;140;150;235
Lukas Goller;lukasgoller;None;None;BVDK;28.04.2019;None;M;;172.5;110;187.5
Christian Fähdrich;christianfahdrich;None;None;BVDK;28.04.2019;None;M;;160;115;200
Maxim Drugaschow;maximdrugaschow;None;None;BVDK;30.09.2017;None;M;30;165;110;180
Linda Koch;lindakoch;None;None;GPU;25.04.2017;None;W;27;105;57.5;105
Ieva Selcukovaite;ievaselcukovaite;None;None;BVDK;19.09.2021;None;W;20;102.5;67.5;122.5
Joe-Anne Kammer;joeannekammer;None;None;EPF;05.03.2016;Deutschland;W;15;110;60;117.5
Leah Aronheim;leaharonheim;None;None;GDFPF;16.10.2021;None;W;23;107.5;55;125
Patrick Kocjancic;patrickkocjancic;None;HH;Germany-UA;01.09.2017;None;M;;150;120;175
Adrian Fiedler;adrianfiedler;None;HE;Germany-UA;17.12.2016;None;M;18;182.5;107.5;210
Hendrik Jansen;hendrikjansen;None;None;GDFPF;26.03.2016;None;M;21;185;112.5;190
Viktor Kuwasnik;viktorkuwasnik;None;BB;BVDK;15.06.2019;None;M;15;160;105;160
Jonas Ehrich;jonasehrich;None;NRW;WPC-Germany;04.09.2020;None;M;;130;85;200
Madeleine Nedwed;madeleinenedwed;None;None;PAGermany;30.04.2016;Deutschland;W;24;125;50;132.5
Patrick Kegel;patrickkegel;None;BY;BVDK;12.05.2018;Deutschland;M;22;162.5;102.5;192.5
Miriam Kersel;miriamkersel;None;BY;BVDK;26.10.2019;None;W;19;102.5;55;115
Timo Geserer;timogeserer;None;BY;BVDK;16.03.2019;None;M;17;145;105;160
Sergio Rincon Gonzalez;sergiorincongonzalez;None;HE;Germany-UA;14.12.2019;None;M;29;175;115;210
Sven Thomsen;sventhomsen;None;BB;BVDK;04.10.2013;None;M;36;150;105;190
Jasmin Hartanto;jasminhartanto;None;NRW;BVDK;09.10.2021;None;W;26;85;52.5;120
Maximilian Sitte;maximiliansitte;None;ST;BVDK;02.11.2019;None;M;18;115;115;115
Erol Ermert;erolermert;None;None;Germany-UA;09.12.2006;None;M;;220;200;75
Oliver Thomaschewski;oliverthomaschewski;None;None;Germany-UA;01.12.2005;None;M;;130;95;210
Benjamin Dohn;benjamindohn;None;None;GPU;02.05.2022;Deutschland;M;34;170;130;210
Fabian Holz;fabianholz;None;NI;BVDK;01.06.2019;Deutschland;M;31;160;100;210
Daniel Gillich;danielgillich;None;NRW;BVDK;01.12.2019;None;M;41;170;115;205
Fabian Baier;fabianbaier;None;None;GDFPF;05.04.2015;None;M;19;135;105;175
Dominic Schönfeld;dominicschonfeld;None;BY;BVDK;20.10.2018;Deutschland;M;18;215;117.5;212.5
Maik Tronke;maiktronke;None;BB;BVDK;21.08.2021;Deutschland;M;45;160;110;130
Kuri Taghizadeh;kuritaghizadeh;None;HH;Germany-UA;01.09.2017;None;M;;160;117.5;205
Sarah Hug;sarahhug;None;None;BVDK;10.04.2022;Deutschland;W;29;107.5;60;130
Tereza Cechova;terezacechova;None;NI;BVDK;28.04.2018;Deutschland;W;25;115;60;125
Max Rautenberg;maxrautenberg;None;BE;Germany-UA;05.10.2015;None;M;;150;105;200
Ulrich Husel;ulrichhusel;None;BY;BVDK;23.10.2021;None;M;22;170;122.5;200
Maurice Brosch;mauricebrosch;None;NRW;BVDK;09.12.2018;Deutschland;M;18;150;100;180
Ivonne Bürger;ivonneburger;None;BB;BVDK;15.06.2019;None;W;40;105;55;135
Jan Vincent Oppenberg;janvincentoppenberg;None;NRW;BVDK;16.04.2016;None;M;19;180;90;190
Dustin Beyer;dustinbeyer;None;NRW;BVDK;29.08.2015;None;M;18;150;95;180
Franziska Rieder;franziskarieder;None;None;GPU;02.05.2022;Deutschland;W;24;87.5;50;120
Wolfgang Weidemeier;wolfgangweidemeier;None;None;BVDK;29.08.2021;Deutschland;M;66;165;110;205
Ronald Schmidt;ronaldschmidt;None;None;BVDK;29.08.2021;Deutschland;M;61;185;110;195
Sophie Judith Schäper;sophiejudithschaper;None;NRW;BVDK;24.06.2022;None;W;23;110;70;137.5
Mauritz Dirks;mauritzdirks;None;NRW;BVDK;24.06.2022;None;M;23;142.5;95;200
Sylvia Watzinger;sylviawatzinger;None;BE;Germany-UA;05.10.2015;None;W;;100;57.5;110
Katjana Johag;katjanajohag;None;None;PAGermany;28.04.2017;Deutschland;W;24;107.5;65;115
Johanna Gerber;johannagerber;None;None;BVDK;25.07.2021;None;W;24;107.5;60;140
Michael Rostschupkin;michaelrostschupkin;None;TH;BVDK;07.10.2017;Deutschland;M;26;120;132.5;170
Adrian Vollmer;adrianvollmer;None;None;Germany-UA;21.12.2013;None;M;28;157.5;105;215
Sven Illes;svenilles;None;NRW;BVDK;06.09.2014;None;M;30;155;117.5;180
Ralf Thanert;ralfthanert;None;None;Germany-UA;17.12.2011;None;M;;165;100;190
Steffen Zeuch;steffenzeuch;None;BB;BVDK;23.06.2018;Deutschland;M;32;170;117.5;202.5
Maximilian Hinkel;maximilianhinkel;None;None;GPU;01.02.2020;Deutschland;M;19;160;117.5;175
Yannick Breither;yannickbreither;None;HE;BVDK;17.08.2019;Deutschland;M;22;145;80;182.5
Nicola Bilsing;nicolabilsing;None;BY;BVDK;16.03.2019;None;W;22;112.5;60;117.5
Jule Böcker;julebocker;None;NRW;BVDK;24.06.2022;None;W;25;120;62.5;140
Cindy Habermann;cindyhabermann;None;BB;BVDK;16.09.2016;Deutschland;W;20;102.5;62.5;160
Manar Shbabibi;manarshbabibi;None;BY;BVDK;12.05.2018;Deutschland;M;24;130;90;190
Anton Biermeier;antonbiermeier;None;BY;BVDK;14.05.2022;None;M;56;150;125.5;190
Kelly Werbitzky;kellywerbitzky;None;None;BVDK;25.07.2021;None;W;29;107.5;52.5;130
Anilcan Karaaslan;anilcankaraaslan;None;NRW;BVDK;24.06.2022;None;M;17;160;90;205
Sebastian Haaff;sebastianhaaff;None;BY;GDFPF;07.09.2019;Deutschland;M;36;140;85;180
Manuel Jost;manueljost;None;None;GRAWA;10.09.2011;None;M;;275;;250
Martin Schuderer;martinschuderer;None;None;GDFPF;26.03.2016;None;M;21;120;77.5;175
Kevin Ondrich;kevinondrich;donkevin285;BY;BVDK;06.10.2018;None;M;36;200;152.5;215
Robin Dietrich;robindietrich;None;None;Germany-UA;15.12.2012;None;M;17;170;92.5;192.5
Philipp Oszczeda;philipposzczeda;None;NRW;BVDK;06.05.2017;Deutschland;M;26;195;127.5;190
Anabell Pfeiffer;anabellpfeiffer;None;NRW;BVDK;25.04.2015;None;W;;90;57.5;110
David Geil;davidgeil;None;None;BVDK;30.04.2021;None;M;29;160;165;100
Theo Bercht;theobercht;None;NRW;Germany-UA;04.10.2019;None;M;;155;120;175
Hannah Sender;hannahsender;None;None;BVDK;12.10.2017;None;W;25;110;75;120
Peter Haas;peterhaas;None;None;PAGermany;30.04.2016;Deutschland;M;63;130;100;240
Tim Hense;timhense;None;NRW;BVDK;01.06.2019;None;M;25;150;112.5;200
Martin Höller;martinholler;None;None;GPU;01.02.2020;Deutschland;M;56;165;112.5;177.5
Lucas Braun;lucasbraun;None;BE;Germany-UA;05.10.2015;None;M;;150;100;180
Nadin Elfenbein;nadinelfenbein;None;TH;BVDK;02.02.2019;None;W;37;117.5;70;127.5
Michael Meyer;michaelmeyer;None;HE;Germany-UA;17.12.2016;None;M;23;142.5;100;200
Anna Belke;annabelke;None;NRW;BVDK;06.05.2017;Deutschland;W;;110;60;120
Lena-Maria Buchberger;lenamariabuchberger;None;NI;BVDK;16.11.2019;None;W;34;120;50;120
Ralph Brenneis;ralphbrenneis;None;BW;BVDK;22.09.2019;None;M;52;150;97.5;212.5
Sinan Illi;sinanilli;None;BY;BVDK;14.12.2019;None;M;19;140;110;205
Oliver Sowa;oliversowa;None;None;Germany-UA;17.12.2011;None;M;27;150;110;170
Toni Junghans;tonijunghans;None;TH;BVDK;24.02.2018;None;M;31;150;140;182.5
Bernhard Heester;bernhardheester;None;NRW;BVDK;01.06.2019;None;M;31;145;105;200
Armin Ehinger;arminehinger;None;BW;BVDK;18.12.2021;Deutschland;M;63;185;125;215
Andreas Bergstein;andreasbergstein;None;NRW;BVDK;14.05.2011;None;M;;170;150;210
Patrick Hahm;patrickhahm;None;BB;BVDK;03.09.2011;None;M;16;135;102.5;197.5
Anja Bohmann;anjabohmann;None;BY;BVDK;12.05.2018;Deutschland;W;31;115;75;125
Justin Phil Zeiger;justinphilzeiger;None;NRW;BVDK;06.09.2014;None;M;19;155;100;175
Maximilian Kern;maximiliankern;None;NRW;BVDK;24.06.2022;None;M;17;140;100;175
Maximilian Rohland;maximilianrohland;None;None;GDFPF;21.10.2017;None;M;24;155;110;190
Maximilian Kropp;maximiliankropp;None;BY;BVDK;27.07.2019;None;M;29;165;125;200
Anja Leichter;anjaleichter;None;HE;Germany-UA;14.12.2019;None;W;25;115;57.5;117.5
Marc Verheyen;marcverheyen;None;NRW;BVDK;29.08.2015;None;M;35;175;110;215
Andrea Wilczek;andreawilczek;None;None;BVDK;09.02.2019;Deutschland;W;29;100;45;125
Daniel Grobotek;danielgrobotek;None;None;BVDK;10.04.2022;Deutschland;M;41;125;75;160
Hanna Donate;hannadonate;None;HE;BVDK;12.05.2018;Deutschland;W;31;105;55;130
Lukas Wolski;lukaswolski;None;NI;BVDK;01.06.2019;None;M;23;162.5;105;197.5
Marcel Schwarz;marcelschwarz;None;None;BVDK;10.04.2022;Deutschland;M;26;165;125;212.5
Jennifer Müller;jennifermuller;None;BY;BVDK;23.10.2021;None;W;22;115;65;132.5
Christian Dohmen;christiandohmen;None;NRW;BVDK;12.10.2019;None;M;22;165;112.5;205
Peter Kaminsky;peterkaminsky;None;NRW;BVDK;01.12.2019;None;M;42;165;117.5;200
Alexandra Winder;alexandrawinder;None;BE;Germany-UA;05.10.2015;None;W;;120;65;150
Spajic Maximilian;spajicmaximilian;None;NRW;BVDK;12.10.2019;None;M;17;160;102.5;212.5
Thomas Baumann;thomasbaumann;None;BY;BVDK;30.04.2022;None;M;;175;127.5;210
Marina Mäding;marinamading;None;BY;BVDK;14.12.2019;None;W;26;100;52.5;102.5
Johanna Bach;johannabach;None;HE;BVDK;17.08.2019;None;W;27;87.5;55;128
Peter Abel;peterabel;None;None;Germany-UA;15.12.2012;None;M;27;130;100;190
Bohdan Vakula;bohdanvakula;None;HE;BVDK;02.11.2019;None;M;27;165;102.5;212.5
Timon Gnajda;timongnajda;None;NRW;BVDK;29.08.2015;None;M;18;165;105;205
Anja Wanninger;anjawanninger;None;BB;BVDK;12.09.2015;Deutschland;W;29;107.5;70;147.5
Eike Max Ludin;eikemaxludin;None;BW;BVDK;22.09.2019;None;M;;170;107.5;205
Tanja Wedel;tanjawedel;None;HE;Germany-UA;17.12.2016;None;W;32;100;65;130
Caroline Garhammer-Vog;carolinegarhammervog;None;BY;BVDK;20.04.2019;None;W;40;110;65;165
Jens Eckardt;jenseckardt;None;TH;BVDK;27.01.2018;None;M;50;160;135;170
Steffen Richter;steffenrichter;None;None;BVDK;29.08.2021;Deutschland;M;56;180;110;172.5
Fabian Koch;fabiankoch;None;TH;BVDK;30.11.2019;Deutschland;M;24;160;135;190
Susanne Holzweiler;susanneholzweiler;None;None;BVDK;29.09.2021;None;W;28;95;57.5;115
Dimo Dimitrov Schulde;dimodimitrovschulde;None;HE;Germany-UA;14.12.2019;None;M;50;145;135;230
Stephan Brombach;stephanbrombach;None;BE;Germany-UA;05.10.2015;None;M;21;145;95;190
Lukas Orlin;lukasorlin;None;BY;GDFPF;07.09.2019;Deutschland;M;22;130;110;190
Michaela Sideratos;michaelasideratos;None;None;WUAP;05.10.2016;Deutschland;W;39;90;50;120
Hieu Le #2;hieule2;None;BY;BVDK;12.05.2018;Deutschland;M;24;140;77.5;150
Tim-Michael Jurick;timmichaeljurick;None;BB;BVDK;04.10.2013;None;M;17;185;117.5;220
Charlotte Blechschmidt;charlotteblechschmidt;None;SN;BVDK;10.10.2020;None;W;20;100;62.5;110
Diethard Lang;diethardlang;None;SN;BVDK;24.11.2018;Deutschland;M;56;180;110;180
HenrikGärtner;henrikgartner;None;None;BVDK;30.10.2021;None;M;24;140;125;180
Michael Göck;michaelgock;None;None;WPC;14.11.2011;Deutschland;M;42;220;170;100
Andree Schubert;andreeschubert;None;NI;BVDK;16.11.2019;None;M;52;165;140;205
Jennifer Schulz;jenniferschulz;None;NRW;BVDK;01.06.2019;None;W;27;100;47.5;120
Romeo Engert;romeoengert;None;BY;BVDK;23.12.2017;None;M;;157.5;100;180
Andreas Heuser;andreasheuser;None;NRW;BVDK;06.09.2014;None;M;53;165;135;195
Christian Halm;christianhalm;None;SN;BVDK;29.04.2017;None;M;22;145;105;180
Lena Ebner;lenaebner;None;None;BVDK;05.03.2022;None;W;17;110;65;120
Alexander Diepold;alexanderdiepold;None;BB;BVDK;19.09.2014;None;M;76;125;95;145
Nina Bausenhart;ninabausenhart;None;BW;BVDK;18.12.2021;None;W;19;100;60;120
Paul Kunze;paulkunze;None;None;BVDK;10.04.2022;Deutschland;M;22;130;130;140
Stefanos Georgiou;stefanosgeorgiou;None;HE;Germany-UA;16.12.2017;None;M;28;145;115;180
Glenn Prehn;glennprehn;None;NRW;Germany-UA;09.11.2018;None;M;;160;100;180
Tim Reich;timreich;None;None;Germany-UA;19.12.2015;None;M;19;150;85;160
Jennifer Maluck;jennifermaluck;None;None;WUAP-Germany;06.05.2022;Deutschland;W;21;100;77.5;140
Lisa Schittenhelm;lisaschittenhelm;None;BW;BVDK;18.12.2021;None;W;20;90;57.5;120
Kevin Grund;kevingrund;None;NI;BVDK;01.06.2019;None;M;29;155;110;170
David Wegner;davidwegner;None;None;Germany-UA;21.12.2013;None;M;35;155;120;200
Manuel Pieper;manuelpieper;None;HE;Germany-UA;15.12.2018;None;M;34;177.5;125;200
Frank Went;frankwent;None;None;WPU;14.11.2013;Deutschland;M;26;170;105;200
Paul Peglow;paulpeglow;None;HH;Germany-UA;09.10.2016;None;M;;150;110;185
Anna Engler;annaengler;None;BW;BVDK;18.12.2021;None;W;20;87.5;42.5;110
Erol Emert;erolemert;None;None;Germany-UA;01.12.2009;None;M;;235;205;50
Tilman Sievers;tilmansievers;None;NI;BVDK;16.11.2019;None;M;17;175;115;185
Alina Kienscherf;alinakienscherf;None;None;BVDK;30.09.2017;Deutschland;W;19;100;67.5;125
Carolin Philipp;carolinphilipp;None;None;PAGermany;28.04.2017;Deutschland;W;18;100;60;120
Gustav Kosin;gustavkosin;None;None;UPC-Germany;31.03.2016;Deutschland;M;24;160;90;180
Viktoria Beilmann;viktoriabeilmann;None;NI;BVDK;09.04.2016;Deutschland;W;16;100;55;117.5
Toralf Dörge;toralfdorge;None;MV;UPC-Germany;05.05.2018;None;M;45;160;135;170
Tobias Kauschka;tobiaskauschka;None;BY;GDFPF;13.10.2018;None;M;26;180;107.5;200
Uwe Schwaier;uweschwaier;None;None;UPC-Germany;03.10.2015;Deutschland;M;58;160;95;190
Stefan Kahlfeld;stefankahlfeld;None;BB;BVDK;03.09.2011;None;M;38;120;90;190
Tim Von Seggern;timvonseggern;None;None;BVDK;30.04.2021;None;M;21;142.5;95;195
Joel Coenes;joelcoenes;None;NRW;BVDK;26.09.2020;None;M;19;210;110;230
Kira Lübke;kiralubke;None;NRW;BVDK;24.06.2022;None;W;27;97.5;65;120
Sahra Petzold;sahrapetzold;None;BB;BVDK;15.09.2012;None;W;24;100;77.5;145
Schweizer;schweizer;None;None;Germany-UA;01.12.2007;None;M;;125;110;180
Victor Janzer;victorjanzer;None;None;Germany-UA;17.12.2011;None;M;;150;115;180
Patrick Kwassy Chanteaux;patrickkwassychanteaux;None;NRW;BVDK;05.05.2018;Deutschland;M;24;140;107.5;182.5
Bianca Rottschy;biancarottschy;None;NRW;BVDK;16.04.2016;Deutschland;W;33;102.5;57.5;125
Timo Füle;timofule;None;None;BVDK;30.10.2021;None;M;23;160;110;210
Michael Zündel;michaelzundel;None;None;Germany-UA;21.12.2013;None;M;22;85;60;125
Lara Nikolic;laranikolic;None;HE;BVDK;20.05.2022;None;W;46;118;57.5;143.5
Tom Handschag;tomhandschag;None;BB;BVDK;16.09.2016;Deutschland;M;19;135;100;175
Luca Kotzot;lucakotzot;None;HE;BVDK;10.06.2017;None;M;17;140;80;152.5
Nadine Elfenbein;nadineelfenbein;None;None;BVDK;08.12.2018;None;W;36;115;67.5;125
Johannes Moser;johannesmoser;None;HE;Germany-UA;17.12.2016;None;M;19;135;100;200
Viktor Albrecht;viktoralbrecht;None;HE;BVDK;30.09.2017;Deutschland;M;42;142.5;100;180
Konstantin Spengler;konstantinspengler;None;NRW;BVDK;01.12.2019;None;M;;147.5;80;170
Tobias Konradi;tobiaskonradi;None;BB;BVDK;16.09.2016;Deutschland;M;16;140;110;170
Matthias Jentzsch;matthiasjentzsch;None;BB;BVDK;19.09.2014;None;M;31;170;125;210
Eva Höfl;evahofl;None;BY;BVDK;14.05.2022;None;W;19;117.5;50;125
Katrin Gibis;katringibis;None;BY;BVDK;14.05.2022;None;W;19;97.5;40;115
Dawit Worku;dawitworku;None;None;WPF;31.10.2019;Deutschland;M;19;175;130;210
