name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Klaus Kubesch;klauskubesch;None;BY;BVDK;02.03.2013;Germany;M;52;0;385.8;0
Christian Beckmann;christianbeckmann;None;NRW;BVDK;30.09.2017;None;M;41;0;319.6;0
Riccardo Dankwardt;riccardodankwardt;None;None;GRAWA;26.06.2010;None;M;0;0;385.8;0
Guido Woysch;guidowoysch;None;None;BVDK;05.11.2021;Germany;M;41;0;336.2;0
Sven Kinder;svenkinder;None;None;GRAWA;23.10.2010;None;M;0;0;396.8;0
Paul Petzenberger;paulpetzenberger;None;None;BVDK;08.12.2018;None;M;16;0;0;281.1
Rainer Rexhausen;rainerrexhausen;None;None;BVDG;11.12.1982;None;M;0;0;341.7;0
Hubert Karls;hubertkarls;None;None;BVDG;14.12.1985;None;M;30;0;418.8;0
Werner Wieninger;wernerwieninger;None;BB;BVDK;21.09.2014;Germany;M;57;0;396.8;0
Brigitte Maczka;brigittemaczka;None;None;GPC;20.10.2019;Germany;F;58;0;0;225.9
Matthias Beigel;matthiasbeigel;None;None;Germany-UA;01.12.2007;None;M;0;0;374.8;0
T Maltzen;tmaltzen;None;None;GRAWA;01.01.2008;None;M;0;0;374.8;0
Gunnar Keil;gunnarkeil;None;None;GRAWA;28.11.2009;None;M;0;0;418.8;0
Vinzenz Taufratshofer;vinzenztaufratshofer;None;BY;BVDK;05.11.2016;None;M;28;0;396.8;0
Arthur Hinz;arthurhinz;None;None;GRAWA;12.03.2011;None;M;0;0;336.2;0
Otto Ostermeyer;ottoostermeyer;None;None;GRAWA;08.11.2009;None;M;0;0;358.2;0
Tim Warnecke;timwarnecke;None;SH;UPC-Germany;20.10.2018;None;M;0;0;396.8;0
Stefan Dreher;stefandreher;None;None;GPU;31.07.2021;Germany;M;0;0;0;308.6
Harry Ducholsky;harryducholsky;None;None;GRAWA;09.12.2007;None;M;0;0;407.8;0
Robby Powroznick;robbypowroznick;None;None;GRAWA;15.05.2010;None;M;0;0;374.8;0
Andrej Hermann;andrejhermann;None;BB;BVDK;21.09.2014;Germany;M;50;0;402.3;0
Thomas Niebauer;thomasniebauer;None;None;GPU;02.05.2022;Germany;M;21;0;352.7;0
Moritz Rudolph;moritzrudolph;None;NRW;WPC-Germany;04.09.2020;None;M;0;0;0;319.6
Alexander Hoppe;alexanderhoppe;None;None;GRAWA;22.03.2009;None;M;28;0;347.2;0
Helge Meißner;helgemeissner;None;None;BVDG;11.12.1982;None;M;0;0;297.6;0
Andreas Schlieper;andreasschlieper;None;None;BVDG;19.11.1983;None;M;0;0;352.7;0
Karl Kukucka;karlkukucka;None;None;BVDG;01.12.1984;None;M;0;0;297.6;0
Katharina Esch;katharinaesch;None;NRW;GDFPF;13.04.2019;None;F;25;0;0;248
Ulrich Zimmermann;ulrichzimmermann;None;None;BVDG;01.12.1984;None;M;0;0;319.6;0
Cristine Schmidt;cristineschmidt;None;None;WDFPF;16.09.2016;Germany;F;33;214.9;0;0
Sebastian Jurczyk;sebastianjurczyk;None;None;GRAWA;12.03.2011;None;M;0;0;341.7;0
Manfred Scheel;manfredscheel;None;None;GRAWA;12.03.2016;None;M;49;0;341.7;0
Klaus Berrar;klausberrar;None;None;BVDG;14.12.1985;None;M;31;0;418.8;0
D Thalheim;dthalheim;None;None;GRAWA;01.01.2008;None;M;0;0;380.3;0
Marcel Engeln;marcelengeln;None;BY;BVDK;05.11.2016;None;M;31;0;380.3;0
Dirk Thalheim;dirkthalheim;None;None;GRAWA;07.12.2008;None;M;0;0;385.8;0
Robert Bitter;robertbitter;None;None;BVDK;17.11.2018;Germany;M;34;0;402.3;0
Benjamin Woiczikowski;benjaminwoiczikowski;None;BB;BVDK;21.09.2014;None;M;31;0;363.7;0
N. Wagner;nwagner;None;QC;WPFG;26.06.2005;Germany;M;0;0;358.2;0
Marcel Trost;marceltrost;None;MV;UPC-Germany;10.03.2019;Germany;M;35;0;0;396.8
Doninik Bentrop;doninikbentrop;None;None;UPC-Germany;31.03.2016;None;M;0;374.8;0;0
Mats Ewald;matsewald;None;NRW;BVDK;01.09.2012;None;M;18;0;352.7;0
Dirk Wetzel;dirkwetzel;None;TH;BVDK;25.08.2018;None;M;37;0;347.2;0
David Malß;davidmalss;None;None;Germany-UA;01.12.2005;None;M;25;0;385.8;0
André Neubert;andreneubert;None;MV;BVDK;04.11.2017;None;M;33;0;352.7;0
Marc Horland;marchorland;None;None;GRAWA;10.04.2011;None;M;0;0;363.7;0
Rick Meier;rickmeier;None;BB;BVDK;13.09.2015;None;M;27;0;281.1;0
Frank Ladewig;frankladewig;None;None;WPF;06.11.2015;Germany;M;46;0;336.2;0
Stefanie Strauß;stefaniestrauss;None;None;BVDK;09.11.2019;Germany;F;37;0;225.9;0
Matthias Schuster;matthiasschuster;None;None;GPU;02.05.2022;Germany;M;22;0;369.2;0
Andreas King;andreasking;None;BY;BVDK;27.07.2019;None;M;52;0;374.8;0
Werner Strohofer;wernerstrohofer;None;BY;BVDK;25.06.2022;None;M;70;0;0;308.6
Aleksandr Bauer;aleksandrbauer;None;KRS;WPC;10.08.2016;Germany;M;48;0;385.8;0
Joschua Berger;joschuaberger;None;NRW;BVDK;20.05.2017;Germany;M;20;0;275.5;0
Demirel Yücel;demirelyucel;None;None;Germany-UA;01.12.2007;Germany;M;0;0;358.2;0
M Löver;mlover;None;None;GRAWA;01.01.2008;None;M;0;0;336.2;0
Marc Vetter;marcvetter;None;NRW;BVDK;25.05.2013;None;M;17;0;330.7;0
Frank Müller;frankmuller;None;None;IRP;17.11.2012;Germany;M;0;0;385.8;0
Manuel Veiss;manuelveiss;None;None;BVDG;01.12.1984;None;M;0;0;407.8;0
Rouven Flemming;rouvenflemming;None;None;GRAWA;18.04.2015;None;M;0;0;396.8;0
Chris Janouschkowetz;chrisjanouschkowetz;None;NRW;BVDK;28.10.2017;Germany;M;20;0;0;352.7
Danny Naber;dannynaber;None;BY;BVDK;08.06.2019;None;M;32;0;341.7;0
Lennart Berndt;lennartberndt;None;BB;BVDK;04.10.2013;None;M;28;0;347.2;0
Sabrina Strauß;sabrinastrauss;None;TH;BVDK;03.05.2014;None;F;15;55.1;55.1;126.7
Timo Bühnert;timobuhnert;None;None;GRAWA;07.12.2008;Germany;M;21;0;374.8;0
Friedrich Grauberger;friedrichgrauberger;None;None;GRAWA;13.11.2010;None;M;0;0;341.7;0
Manfred Georg;manfredgeorg;None;BB;BVDK;04.10.2013;Germany;M;57;0;374.8;0
Nicole Bockholt;nicolebockholt;None;NRW;BVDK;19.10.2013;None;F;35;0;0;264.5
Gottfried Böhm;gottfriedbohm;None;None;GRAWA;23.10.2010;None;M;45;0;363.7;0
Andrea Siebert;andreasiebert;None;None;WUAP;17.06.2019;Germany;F;37;0;222.6;0
Torsten Franke;torstenfranke;None;None;GRAWA;09.12.2007;None;M;0;0;396.8;0
Ali Rahman;alirahman;None;None;BVDG;11.12.1982;None;M;0;0;341.7;0
Armin Schmitt;arminschmitt;None;None;IPF;01.12.1996;Germany;M;15;0;358.2;0
Thomas Lenke;thomaslenke;None;None;WUAP-Germany;04.09.2021;Germany;M;29;0;363.7;0
Olaf Hütter;olafhutter;None;None;BVDG;01.12.1984;Germany;M;21;0;330.7;0
Biörn Pscherer;biornpscherer;None;None;UPC-Germany;01.03.2017;None;M;0;0;407.8;0
Sylvio Dölz;sylviodolz;None;None;GRAWA;13.03.2010;Germany;M;51;0;319.6;0
Lars Christiansen;larschristiansen;None;HE;BVDK;14.06.2014;None;M;30;0;0;352.7
Torsten Maltzen;torstenmaltzen;None;None;GRAWA;14.09.2008;None;M;0;0;363.7;0
Dominik Dörfel;dominikdorfel;None;None;UPC-Germany;01.03.2017;None;M;0;0;385.8;0
Volker Joschko;volkerjoschko;None;None;BVDG;01.12.1984;None;M;0;0;374.8;0
Domenico Gaudio;domenicogaudio;None;None;BVDG;19.11.1983;None;M;33;0;297.6;0
Steffen Burghard;steffenburghard;None;None;WUAP;19.09.2021;Germany;M;70;0;0;297.6
Roland Stinner;rolandstinner;None;None;BVDG;22.11.1983;None;M;0;0;336.2;0
Petar Djamov;petardjamov;None;HE;BVDK;15.06.2019;None;M;36;0;358.2;0
Egon Dudat;egondudat;None;None;BVDG;14.12.1985;None;M;47;0;319.6;0
Jörg Pilar;jorgpilar;None;None;IRP;17.11.2012;Germany;M;44;0;319.6;0
Markus Höveling;markushoveling;None;None;GRAWA;22.10.2011;Germany;M;0;0;396.8;0
Marco Grunert;marcogrunert;None;None;GRAWA;12.03.2011;None;M;0;0;352.7;0
Michael Winklareth;michaelwinklareth;None;None;GPU;03.05.2014;Germany;M;57;0;352.7;0
Matthias Beyer;matthiasbeyer;None;None;GRAWA;28.11.2009;None;M;0;0;374.8;0
Keno Szopinski;kenoszopinski;None;BB;BVDK;21.09.2014;Germany;M;17;0;440.9;0
Wolfang Fuchs;wolfangfuchs;None;None;BVDG;22.11.1983;None;M;20;0;352.7;0
Nasouh Barakat;nasouhbarakat;None;None;BVDG;01.12.1984;None;M;0;0;352.7;0
Frank Wenzel;frankwenzel;None;HE;BVDK;06.06.2015;None;M;45;0;0;352.7
Klaus Baumgartner;klausbaumgartner;None;None;BVDK;17.11.2018;None;M;44;0;396.8;0
Veith Tameisch;veithtameisch;None;None;BVDG;22.11.1983;None;M;0;0;352.7;0
Eric Benik;ericbenik;None;MV;UPC-Germany;10.03.2019;None;M;18;0;352.7;0
Janine Kaiser;janinekaiser;None;None;GRAWA;02.02.2013;None;F;0;0;0;231.5
Tobias Probst;tobiasprobst;None;NRW;GDFPF;13.04.2019;None;M;20;0;0;292.1
Tobias Haas;tobiashaas;None;NRW;BVDK;15.06.2019;Germany;M;25;0;292.1;0
Henning Langer;henninglanger;None;None;GRAWA;09.10.2010;None;M;0;358.2;0;0
F. Bock;fbock;None;None;GRAWA;01.01.2008;None;M;0;0;325.1;0
Ralph Striegl;ralphstriegl;None;BY;GRAWA;01.11.2014;Germany;M;43;396.8;0;0
Darwin Pliester;darwinpliester;None;NRW;BVDK;20.05.2017;None;M;23;0;352.7;0
Heidi Hambeck;heidihambeck;None;None;GDFPF;08.04.2017;None;F;28;0;0;220.4
André Falkenberg;andrefalkenberg;None;MV;BVDK;04.11.2017;None;M;29;0;352.7;0
Volker Kayser;volkerkayser;None;None;GRAWA;09.12.2007;None;M;25;0;418.8;0
Henning Tiedje;henningtiedje;None;MV;UPC-Germany;05.05.2018;Germany;M;39;0;385.8;0
Erik Lorenz;eriklorenz;None;None;BVDK;28.11.2015;None;M;15;0;0;402.3
Ursula Eulenstein;ursulaeulenstein;None;None;WPC;26.10.2013;Germany;F;64;0;231.5;0
Clemen Wüstemann;clemenwustemann;None;TH;BVDK;15.06.2019;None;M;17;0;0;363.7
Florian Greger;floriangreger;None;NI;BVDK;26.05.2019;None;M;18;0;0;358.2
Frank Glanz;frankglanz;None;None;GRAWA;09.05.2009;None;M;0;0;374.8;0
Atilla Cetin;atillacetin;None;NRW;BVDK;01.09.2012;None;M;0;0;363.7;0
Andreas Christoff;andreaschristoff;None;None;BVDG;19.11.1983;None;M;0;0;336.2;0
Kai-Robin Müller;kairobinmuller;None;None;GRAWA;08.10.2011;None;M;0;0;374.8;0
Detlef Götzke;detlefgotzke;None;MV;BVDK;04.11.2017;Germany;M;55;0;336.2;0
Wolfgang Geisel;wolfganggeisel;None;None;GRAWA;13.05.2012;None;M;61;0;385.8;0
Dieter Wolff;dieterwolff;None;None;BVDG;22.11.1983;None;M;29;0;314.1;0
Joachim Eulenstein;joachimeulenstein;None;None;GRAWA;13.03.2010;Germany;M;0;0;385.8;0
Reinhard Hasenhoof;reinhardhasenhoof;None;None;BVDG;14.12.1985;None;M;21;0;264.5;0
Ömer Acar;omeracar;None;None;GRAWA;23.10.2010;None;M;0;0;303.1;0
Mirko Winckel;mirkowinckel;None;None;GRAWA;28.05.2011;None;M;0;0;0;330.7
Ralf Portzold;ralfportzold;None;None;BVDG;14.12.1985;None;M;27;0;347.2;0
Fabian Apostel;fabianapostel;None;MV;UPC-Germany;05.05.2018;None;M;0;0;385.8;0
Arthur Schmidt;arthurschmidt;None;None;BVDK;17.11.2018;None;M;19;0;374.8;0
Valentina Witt;valentinawitt;None;None;GDFPF;10.03.2018;None;F;22;0;0;220.4
Toni Lübbert;tonilubbert;None;None;GRAWA;07.07.2012;None;M;0;0;358.2;0
Herbert Bruckmann;herbertbruckmann;None;None;BVDG;19.11.1983;None;M;0;0;330.7;0
Emily Goral;emilygoral;None;None;UPC-Germany;31.03.2016;None;F;0;0;0;221.5
Heiko Fritzsch;heikofritzsch;None;None;GRAWA;18.05.2012;Germany;M;32;0;363.7;0
Roman Kromer;romankromer;None;None;GRAWA;26.06.2010;None;M;0;0;308.6;0
Gabriela Hirner;gabrielahirner;None;None;EPF;10.08.2017;Germany;F;51;0;192.9;0
Jan Sellhast;jansellhast;None;NRW;BVDK;10.04.2022;None;M;21;0;0;341.7
Jan Thiermann;janthiermann;None;None;GRAWA;15.05.2010;None;M;0;0;358.2;0
Thomas Duhr;thomasduhr;None;None;WUAP-Germany;06.05.2022;Germany;M;46;0;358.2;0
Markus Grimminger;markusgrimminger;None;BY;BVDK;21.04.2018;Germany;M;0;0;374.8;0
René Kupfernagel;renekupfernagel;None;None;GRAWA;22.03.2009;None;M;44;0;330.7;0
Bruin Oefele;bruinoefele;None;None;BVDG;14.12.1985;None;M;36;0;341.7;0
Alexandro Demetriou;alexandrodemetriou;None;None;GPU;02.05.2022;Germany;M;49;0;314.1;0
Irene Tilly;irenetilly;None;NRW;BVDK;19.05.2018;None;F;54;0;0;231.5
Tilo Kupper;tilokupper;None;NRW;WPC-Germany;04.09.2020;None;M;0;0;347.2;0
Rainer Falke;rainerfalke;None;None;IRP;17.11.2012;Germany;M;46;0;270;0
Reinhold Kelch;reinholdkelch;None;None;GRAWA;23.10.2010;None;M;0;0;347.2;0
Christian Beck;christianbeck;None;None;GRAWA;13.05.2012;None;M;0;0;352.7;0
Lierfeld;lierfeld;None;None;Germany-UA;01.12.2007;None;M;0;0;330.7;0
Jan Friedrich;janfriedrich;None;SN;UPC-Germany;08.03.2018;Germany;M;24;0;308.6;0
Taishi Kanamaru;taishikanamaru;None;None;GPU;23.08.2022;Germany;M;33;0;330.7;0
Marion Friedrich;marionfriedrich;None;MV;BVDK;04.11.2017;Germany;F;51;0;171.9;0
Bruno Meier;brunomeier;None;None;BVDG;14.12.1985;None;M;31;0;341.7;0
Artur Schoula Kurt;arturschoulakurt;None;None;WPC;26.10.2013;Germany;M;60;0;363.7;0
Norbert Witt;norbertwitt;None;None;GRAWA;09.05.2009;None;M;0;0;407.8;0
Christopher Iltzsch;christopheriltzsch;None;None;BVDK;14.04.2018;None;M;28;0;374.8;0
Tom Ebert;tomebert;None;None;GDFPF;08.04.2017;None;M;23;0;363.7;0
Eckard Pelz;eckardpelz;None;None;UPC-Germany;01.03.2017;None;M;0;352.7;0;0
Wladimir Ljaschenko;wladimirljaschenko;None;BB;BVDK;21.09.2014;None;M;44;0;347.2;0
Christian Gnindles;christiangnindles;None;None;BVDG;14.12.1985;None;M;25;0;363.7;0
Hakku Eserhanov;hakkueserhanov;None;None;BVDK;08.12.2018;None;M;57;352.7;0;0
Frank Bandelin;frankbandelin;None;MV;BVDK;17.03.2018;None;M;43;0;380.3;0
Vanessa Maurer;vanessamaurer;None;None;BVDK;05.11.2021;None;F;29;0;231.5;0
Tobias Düwel;tobiasduwel;None;BB;BVDK;14.08.2018;None;M;0;0;363.7;0
Maik Scope;maikscope;None;None;GRAWA;18.05.2012;None;M;0;0;330.7;0
Mario Ladewig;marioladewig;None;None;WPF;06.11.2015;Germany;M;43;0;286.6;0
Alica Becke;alicabecke;None;None;PAGermany;28.04.2017;Germany;F;0;0;0;270
Matthias Nicolaj;matthiasnicolaj;None;None;GRAWA;08.10.2011;None;M;0;0;308.6;0
Robert Baier;robertbaier;None;BY;BVDK;05.11.2016;None;M;28;0;330.7;0
Oliver Berger;oliverberger;None;None;BVDK;08.12.2018;None;M;25;0;352.7;0
Doreen Losensky;doreenlosensky;None;None;GRAWA;09.12.2007;None;F;0;0;231.5;0
Frank Bachmann;frankbachmann;None;None;GRAWA;13.11.2010;None;M;0;0;363.7;0
Franz Waibel;franzwaibel;None;None;BVDG;14.12.1985;None;M;27;0;308.6;0
Klaus Landek;klauslandek;None;NRW;BVDK;11.10.2014;None;M;50;0;286.6;0
Vico Ruck;vicoruck;None;BY;BVDK;05.11.2016;Germany;M;41;0;391.3;0
Fabian Schmidt;fabianschmidt;None;None;GRAWA;07.07.2012;None;M;0;0;319.6;0
Christian Raapke;christianraapke;None;ST;BVDK;15.06.2019;None;M;36;0;0;352.7
Frank U;franku;None;None;BVDG;11.12.1982;None;M;0;0;352.7;0
Patrik Ludwig;patrikludwig;None;None;WPF;21.06.2013;Germany;M;35;0;374.8;0
Peter Segerer;petersegerer;None;None;BVDG;22.10.1983;Germany;M;35;0;330.7;0
Stephan Wittkopf;stephanwittkopf;None;None;GRAWA;09.12.2007;None;M;0;0;341.7;0
Jürgen Köhler;jurgenkohler;None;None;GRAWA;13.03.2010;None;M;0;0;341.7;0
Kurt Hübner;kurthubner;None;NRW;BVDK;28.10.2017;Germany;M;61;0;0;407.8
Bernhard Diewald;bernharddiewald;None;None;BVDG;22.11.1983;None;M;25;0;330.7;0
Marko Gruhnert;markogruhnert;None;None;GRAWA;28.11.2009;None;M;0;0;330.7;0
Foltas Gottfried;foltasgottfried;None;None;IRP;21.06.2013;Germany;M;55;363.7;0;0
Jens Schulz;jensschulz;None;None;GRAWA;01.01.2013;None;M;0;0;396.8;0
Uwe Herfort;uweherfort;None;None;WUAP;14.11.2014;Germany;M;54;0;314.1;0
Sascha Willems;saschawillems;None;None;GDFPF;10.03.2018;None;M;46;0;0;374.8
Bernhard Urlicki;bernhardurlicki;None;None;GRAWA;18.03.2007;Germany;M;60;0;347.2;0
Mario Woye;mariowoye;None;None;WUAP-Germany;06.05.2022;Germany;M;29;0;396.8;0
Wladimir Bleer;wladimirbleer;None;None;GPU;23.08.2022;Germany;M;36;0;358.2;0
Hans-Jürgen Borkowski;hansjurgenborkowski;None;None;GRAWA;01.01.2007;Germany;M;57;0;352.7;0
Jürgen Weler;jurgenweler;None;NI;BVDK;13.04.2019;None;M;36;0;352.7;0
Werner Karow;wernerkarow;None;None;UPC-Germany;27.03.2015;Germany;M;20;0;374.8;0
Sven Wetzel;svenwetzel;None;None;GRAWA;17.03.2012;None;M;0;0;385.8;0
Swen Engel;swenengel;None;MV;BVDK;04.11.2017;Germany;M;44;0;369.2;0
Hartmut Niemann;hartmutniemann;None;None;GRAWA;12.04.2014;Germany;M;60;0;330.7;0
Thomas Brunnenkref;thomasbrunnenkref;None;None;BVDK;05.11.2021;Germany;M;44;0;385.8;0
Carolina Haag;carolinahaag;None;None;BVDK;28.11.2015;None;F;17;0;0;187.4
Heinz Przebilski;heinzprzebilski;None;None;BVDG;01.12.1984;None;M;0;0;330.7;0
Felix Bleischwitz;felixbleischwitz;None;SH;UPC-Germany;20.10.2018;None;M;0;0;0;330.7
Reinhold Schaumann;reinholdschaumann;None;None;BVDG;14.12.1985;None;M;35;0;336.2;0
Michael Ohnesorge;michaelohnesorge;None;None;GRAWA;27.10.2012;None;M;0;0;374.8;0
Alena Kolupaev;alenakolupaev;None;None;GRAWA;18.08.2012;None;F;0;0;0;231.5
Adrian Banczyk;adrianbanczyk;None;NRW;GDFPF;13.04.2019;None;M;23;0;341.7;0
Maik Staegemann;maikstaegemann;None;None;BVDK;05.11.2021;Germany;M;51;0;282.2;0
Jorn Pistovius;jornpistovius;None;None;GRAWA;09.12.2007;None;M;0;0;385.8;0
Andreas Kersten;andreaskersten;None;None;GRAWA;07.12.2008;None;M;0;0;396.8;0
Chris Löffler;chrisloffler;None;None;GRAWA;10.04.2011;None;M;0;0;363.7;0
Tino Ceranowski;tinoceranowski;None;None;GRAWA;13.11.2010;None;M;0;0;396.8;0
Christopher Frank;christopherfrank;None;ST;BVDK;15.06.2019;None;M;17;0;0;352.7
Norbert Lessmann;norbertlessmann;None;None;Germany-UA;01.12.2008;Germany;M;0;0;385.8;0
Matthias Schiller;matthiasschiller;None;None;UPC-Germany;03.10.2015;None;M;0;0;391.3;0
Aryan Tangshir;aryantangshir;None;None;GRAWA;22.11.2008;None;M;0;0;374.8;0
Cliff Opoku-Afari;cliffopokuafari;None;None;GRAWA;13.05.2012;None;M;0;0;352.7;0
Frank Pallaske;frankpallaske;None;BB;BVDK;14.08.2018;None;M;0;0;363.7;0
Anne Schilling;anneschilling;None;None;GRAWA;02.11.2008;None;F;0;0;0;209.4
Aaron Langer;aaronlanger;None;None;BVDK;28.11.2015;None;M;15;0;0;308.6
Harald Blihs;haraldblihs;None;None;GRAWA;08.10.2011;None;M;0;0;369.2;0
Robert Merten;robertmerten;None;TH;BVDK;22.04.2017;None;M;57;0;347.2;0
Lukas Mitzkatis;lukasmitzkatis;None;None;GRAWA;08.10.2011;None;M;0;0;352.7;0
Toni Böhmer;tonibohmer;None;BB;BVDK;15.09.2012;None;M;21;0;308.6;0
Monika Spielmann;monikaspielmann;None;None;PAGermany;01.05.2015;Germany;F;45;0;0;270
Salih Meryem;salihmeryem;None;None;PAGermany;30.04.2016;Germany;M;57;297.6;0;0
Christian Roehner;christianroehner;None;None;EPF;02.08.2022;Germany;M;44;0;325.1;0
Sebastian Becker;sebastianbecker;None;None;GRAWA;09.10.2010;None;M;0;0;308.6;0
Jeffrey Höllenreiner;jeffreyhollenreiner;None;None;GRAWA;26.06.2010;None;M;0;0;374.8;0
Michael Nichtern;michaelnichtern;None;None;Germany-UA;15.12.2012;Germany;M;29;0;374.8;0
F Butze;fbutze;None;None;GRAWA;01.01.2008;None;M;0;0;347.2;0
Sebastian Hillert;sebastianhillert;None;None;GRAWA;30.07.2011;None;M;0;0;352.7;0
Matthias Fanselow;matthiasfanselow;None;None;GPU;02.05.2022;Germany;M;46;0;396.8;0
Stefanie Mörchen;stefaniemorchen;None;None;WPF;02.11.2018;Germany;F;39;0;0;264.5
Rolf Zeißler;rolfzeissler;None;None;UPC-Germany;31.03.2016;None;M;0;0;341.7;0
Zbierski Juliusz;zbierskijuliusz;None;BB;BVDK;14.08.2018;None;M;0;0;341.7;0
S Becker;sbecker;None;None;GRAWA;01.01.2008;None;M;0;308.6;0;0
Norman Wagner;normanwagner;None;None;GRAWA;17.03.2012;None;M;0;0;330.7;0
Jeannette Henker;jeannettehenker;None;SN;UPC-Germany;08.03.2018;None;F;0;0;0;214.9
Stefanie Mohrchen;stefaniemohrchen;None;None;GPU;25.04.2015;None;F;35;0;0;286.6
Marco Hartwich;marcohartwich;None;None;GRAWA;28.11.2009;Germany;M;0;0;396.8;0
Philipp Klein;philippklein;None;BY;GRAWA;01.11.2014;None;M;0;0;352.7;0
Fred Pommerenke;fredpommerenke;None;None;IRP;17.11.2012;Germany;M;50;0;325.1;0
Veik Alijew;veikalijew;None;SN;BVDK;19.10.2019;None;M;0;0;347.2;0
Mathias Beyer;mathiasbeyer;None;None;GRAWA;07.12.2008;None;M;0;0;363.7;0
Sven Laaß;svenlaass;None;None;GRAWA;18.03.2007;None;M;40;0;374.8;0
Andreas Freudenberg;andreasfreudenberg;None;None;WPC;25.06.2011;Germany;M;41;0;341.7;0
Jens Fügner;jensfugner;None;None;GRAWA;15.05.2010;Germany;M;33;0;330.7;0
Ricky Bauroth;rickybauroth;None;None;Germany-UA;21.12.2013;None;M;36;0;330.7;0
Martin Wudtke;martinwudtke;None;None;BVDK;05.11.2021;Germany;M;53;0;363.7;0
Edgar Bechthold;edgarbechthold;None;NRW;BVDK;04.09.2021;None;M;24;0;341.7;0
Christian Röhner;christianrohner;None;None;BVDK;05.11.2021;Germany;M;44;0;325.1;0
Robert Martin;robertmartin;None;None;GRAWA;15.05.2010;None;M;0;0;352.7;0
Danilo Karwowski;danilokarwowski;None;None;GRAWA;15.05.2010;None;M;0;0;341.7;0
Patrik Krüdewagen;patrikkrudewagen;None;None;WPF;19.06.2015;Germany;M;17;0;0;352.7
Rene Lauterbach;renelauterbach;None;None;GRAWA;15.05.2010;None;M;0;0;418.8;0
Valeriy Shapovalov;valeriyshapovalov;None;None;BDFPF;12.10.2019;Germany;M;39;0;402.3;0
Tim Heinrich Bauer;timheinrichbauer;None;None;GRAWA;22.10.2011;None;M;0;0;396.8;0
Julian Vigh;julianvigh;None;None;UPC-Germany;31.03.2016;None;M;18;0;297.6;0
Frank Bock;frankbock;None;MV;BVDK;04.11.2017;Germany;M;49;0;325.1;0
Oliver Westenberger;oliverwestenberger;None;None;BVDG;01.12.1984;None;M;0;0;341.7;0
Oliver Nell;olivernell;None;None;GRAWA;09.12.2007;None;M;0;0;341.7;0
Christoph Beuermann;christophbeuermann;None;None;GRAWA;23.10.2010;None;M;0;0;341.7;0
Rudi Hermann;rudihermann;None;BB;BVDK;21.09.2014;None;M;50;0;341.7;0
Cliff Opohn-Afari;cliffopohnafari;None;None;GRAWA;07.06.2009;None;M;0;0;347.2;0
Uwe Benik;uwebenik;None;None;WUAP-Germany;04.09.2021;Germany;M;42;0;319.6;0
Lars Winkler;larswinkler;None;None;GRAWA;12.03.2011;None;M;0;0;286.6;0
Tamas Turiczki;tamasturiczki;None;BY;BVDK;05.11.2016;None;M;31;0;363.7;0
Benjamin Schmamms;benjaminschmamms;None;None;GRAWA;27.10.2012;None;M;0;0;358.2;0
Barakat Nasou;barakatnasou;None;None;BVDG;14.12.1985;None;M;34;0;325.1;0
Mathias Schiller;mathiasschiller;None;None;UPC-Germany;31.03.2016;None;M;0;0;385.8;0
Friedhelm Schröter;friedhelmschroter;None;HE;BVDK;15.06.2019;Germany;M;57;0;321.8;0
Dieter Walen;dieterwalen;None;None;BVDG;11.12.1982;None;M;0;0;352.7;0
Andreas Brunk;andreasbrunk;None;None;BVDK;05.11.2021;None;M;39;0;352.7;0
Thomas Kusche;thomaskusche;None;None;GRAWA;08.11.2009;None;M;0;0;336.2;0
Denis Wetz;deniswetz;None;None;GRAWA;22.10.2011;None;M;0;0;374.8;0
Uwe Iurello;uweiurello;None;None;GRAWA;02.02.2013;None;M;0;0;0;374.8
Jürgen Szesny;jurgenszesny;None;None;BVDG;19.11.1983;None;M;0;0;330.7;0
Chantal Heinschke;chantalheinschke;None;NRW;BVDK;18.10.2014;None;F;0;0;0;176.3
Theresa Raddy;theresaraddy;None;MV;UPC-Germany;05.10.2019;None;F;0;0;0;176.3
Dethlef Heinrich;dethlefheinrich;None;None;BVDK;29.02.2020;None;M;63;0;319.6;0
Andreas Karsten;andreaskarsten;None;None;GRAWA;09.12.2007;None;M;0;0;396.8;0
Sofia Vinogradova;sofiavinogradova;None;MV;UPC-Germany;10.03.2019;None;F;0;0;0;198.4
Martin Grunert;martingrunert;None;None;GRAWA;18.03.2007;None;M;0;0;297.6;0
Christoph Komorowski;christophkomorowski;None;None;GRAWA;10.04.2011;None;M;45;0;358.2;0
Sören Radtke;sorenradtke;None;BB;BVDK;04.05.2019;Germany;M;31;0;341.7;0
FranzXaver Sgindler;franzxaversgindler;None;None;UPC-Germany;01.03.2017;None;M;0;0;374.8;0
Andre Rüger;andreruger;None;None;GRAWA;13.03.2010;None;M;0;0;358.2;0
Rudi Herrmann;rudiherrmann;None;HE;BVDK;01.01.2011;None;M;0;0;330.7;0
Doris Schumacher;dorisschumacher;None;None;IPF;16.12.1990;Germany;F;29;0;237;0
Nicola Müller;nicolamuller;None;None;GRAWA;28.05.2011;None;F;0;0;0;198.4
Enrico Schütze;enricoschutze;None;None;Germany-UA;01.12.2008;Germany;M;35;0;374.8;0
